Title,Label
"['a', 'b', 'd', 'başkan', 'ı', 't', 'r', 'um', 'p', 'destek', 'çile', 'r', 'in', 'in', 'r', 'abi', 'a', 'işaret', 'i', 'yap', 'tığ', 'ı', 'iddia', 'sı']",0
"['fotoğraf', 'ta', 'ata', 'türkü', 'n', 'gül', 'düğ', 'ü', 'iddia', 'sı']",0
"['is', 'r', 'a', 'il', 'başkonsolos', 'lu', 'ğ', 'un', 'da', 'ateş', 'yakı', 'l', 'dı', 'ğ', 'ın', 'ı', 'göster', 'en', 'video', 'güncel']",0
"['afiş', 'in', '2022', 'dünya', 'kupa', 'sın', 'da', 'ki', 'yasakla', 'r', 'ı', 'göster', 'di', 'ğ', 'i', 'iddia', 'sı']",0
"['iyi', 'parti', 'de', 'istifa', 'lar', 'buğra', 'kavun', 'cu', 'bur', 'ak', 'ak', 'bur', 'ak', 'görev', 'leri', 'n', 'i', 'bırak', 'tı']",1
"['çanak', 'kale', 'de', 'feribot', 'sefer', 'leri', 'iptal', 'e', 'dil', 'di']",1
"['video', 'vale', 'nci', 'a', 'açıkla', 'r', 'ın', 'da', 'ki', 'ha', 'arp', 'istasyon', 'un', 'u', 'gösteri', 'yor']",0
"['c', 'h', 'p', 'li', 'pala', 'dan', 'bakan', 'iş', 'ık', 'han', 'a', 'is', 'g', 'soru', 'su', 'bakan', 'lı', 'ğ', 'ın', 'bir', 'çalışma', 'sı', 'var']",1
"['video', 'nun', '1', 'ocak', '2023', 'te', 'k', 'â', 'bey', 'e', 'yağ', 'an', 'kar', 'ı', 'göster', 'di', 'ğ', 'i', 'iddia', 'sı']",0
"['bahçe', 'li', 'nin', 'muhalefet', 'le', 'yumuşa', 'ma', 'açılım', 'ı', 'nezaket', 'siyasi', 'taktik']",1
"['h', 'rant', 'dink', 'dava', 'sı', 'san', 'ı', 'ğ', 'ı', 'eski', 'jandarma', 'istihbarat', 'personel', 'i', 'c', 'h', 'p', 'ye', 'kat', 'ı', 'l', 'mış']",1
"['süper', 'kupa', 'kriz', 'i', 'fener', 'bahçe', 'çekil', 'di']",1
"['j', 'a', 'c', 'q', 'u', 'es', 'at', 'tali', 'nin', 'ver', 'bat', 'im', 'ad', 'lı', 'kit', 'a', 'b', 'ın', 'da', 'salgın', 'kaynak', 'lı', 'toplu', 'katliam', 'lar', 'ı', 'destekle', 'di']",0
"['iv', 'er', 'me', 'c', 'tin', 'il', 'acı', 'o', 'mi', 'c', 'r', 'on', 'varyant', 'ın', 'a', 'karşı', 'etki', 'li']",0
"['aile', 'sosyal', 'hizmet', 'ler', 'bakan', 'lı', 'ğ', 'ın', 'ın', 'kadın', 'lar', 'a', '4', 'bin', 't', 'l', 'destek', 'vere', 'ce', 'ğ', 'i', 'iddia', 'sı']",0
"['ev', 'hap', 'sin', 'deki', 'gazete', 'ci', 'özlem', 'gür', 'ses', 'canlı', 'yay', 'ın', 'ı', 'ev', 'in', 'den', 'yap', 'tı', 'kele', 'p', 'çe', 'y', 'i', 'görüntü', 'al', 'mak', 'takt', 'ı', 'lar']",1
"['güney', 'kor', 'en', 'in', 'az', 'le', 'dilen', 'devlet', 'başkan', 'ı', 'y', 'o', 'on', 'su', 'k', 'ye', 'ol', 'un', 'yargıla', 'n', 'ma', 'sür', 'e', 'ci', 'belirle', 'n', 'i', 'yor']",1
"['tür', 'k', 'yıldızla', 'r', 'ı', 'akrobasi', 'tim', 'in', 'e', 'ait', 'uçak', 'kon', 'ya', 'da', 'düş', 'tü', 'pilot', 'kurtul', 'du', 'bir', 'askeri', 'personel', 'hayat', 'ın', 'ı', 'kaybet', 'ti']",1
"['roman', 'yan', 'ın', 'aş', 'ı', 'la', 'ma', 'y', 'ı', 'ölüm', 'e', 'ol', 'du', 'ğ', 'u', 'durdur', 'du', 'ğ', 'u', 'iddia', 'sı']",0
"['ka', 'de', 's', 'veri', 'si', 'diyar', 'bakır', 'da', 'yıl', '16', '31', 'kadın', 'imdat', 'buton', 'un', 'a', 'bas', 'arak', 'yardım', 'al', 'dı']",1
"['uydu', 'görüntü', 'leri', 'nin', 'kas', 'ım', '2022', 'deki', 'en', 'done', 'z', 'ya', 'deprem', 'in', 'e', 'ait', 'ol', 'du', 'ğ', 'u', 'iddia', 'sı']",0
"['cumhurbaşkanı', 'er', 'doğan', 'ın', 'asgari', 'ücret', 'i', 'güncel', 'le', 'di', 'ğ', 'i', 'iddia', 'sı']",0
"['iddia', 'da', 'ki', 'şehir', 'ler', 'türki', 'yeni', 'n', 'yüksek', 'boşanma', 'ora', 'n', 'lar', 'ın', 'a', 'sahip']",0
"['fotoğraf', 'çi', 'n', 'de', 'öğrenci', 'y', 'ur', 'dun', 'u', 'gösteri', 'yor']",0
"['yeni', 'merkez', 'banka', 'sı', 'yönetim', 'in', 'in', 'ilk', 'kara', 'r', 'ı', 't', 'l', 'zorunlu', 'karşılık', 'lar', 'a', 'faiz', 'ol', 'du']",1
"['c', 'ov', 'i', 'd', '19', 'dan', 'kor', 'un', 'mak', 'dezenfektan', 'tüket', 'en', '800', 'kişi', 'nin', 'öl', 'düğ', 'ü', 'iddia', 'sı']",0
"['aş', 'ı', 'lar', 'c', 'ov', 'i', 'd', '19', 'salgın', 'ın', 'dan', 'önce', 'üre', 'ti', 'l', 'di']",0
"['is', 'p', 'an', 'ya', 'da', 'ada', 'n', 'a', 'is', 'mi', 'n', 'de', 'bir', 'kasaba', 'bulun', 'du', 'ğ', 'u', 'doğru']",1
"['ataşe', 'h', 'i', 'r', 'de', 'park', 'kavga', 'sı', 'kan', 'lı', 'bit', 'ti', '1', 'kişi', 'hayat', 'ın', 'ı', 'kaybet', 'ti']",1
"['görüntü', 'ler', 'kendi', 'kendi', 'n', 'i', 'vur', 'an', 'i', 'r', 'an', 'füze', 'leri', 'n', 'i', 'gösteri', 'yor']",0
"['i', 'r', 'an', 'lı', 'sosyal', 'medya', 'fenomen', 'i', 'kağıt', 'hane', 'deki', 'ev', 'in', 'in', 'pencere', 'sin', 'den', 'düş', 'tü', 'ev', 'de', 'mahsur', 'kal', 'an', 'ç', 'o', 'cu', 'ğ', 'un', 'u', 'itfaiye', 'kurtar', 'dı']",1
"['iz', 'mir', 'de', '2', 'kişi', 'nin', 'yaşam', 'ın', 'a', 'mal', 'ol', 'an', 'ihmal', 'sorumlu']",1
"['hindi', 's', 'tan', 'iki', 'güneş', 'görü', 'l', 'dü']",0
"['bar', 'ce', 'l', 'on', 'an', 'ın', 's', 'ta', 'dı', 'cam', 'p', 'n', 'o', 'u', 'da', 'ata', 'tür', 'k', 'poster', 'i', 'açı', 'l', 'dı', 'ğ', 'ı', 'me', 's', 'sin', 'in', 'ata', 'tür', 'k', 'baskı', 'lı', 'tişört', 'giy', 'di', 'ğ', 'i', 'iddia', 'sı']",0
"['kilise', 'de', 'ezan', 'oku', 'yan', 'kişi', 'net', 'an', 'yahu', 'y', 'u', 'protesto', 'e', 'den', 'bir', 'papaz']",0
"['naz', 'ım', 'daş', 'tan', 'cihan', 'bilgin', 'eylem', 'i', 'gözaltı', 'n', 'a', 'al', 'ın', 'an', 'gazete', 'cil', 'er', 'savcı', 'lı', 'ğ', 'a', 'sevk', 'e', 'dil', 'di']",1
